mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_estimator,param_estimator__max_depth,param_estimator__min_data_in_leaf,param_estimator__num_leaves,param_imputer,param_sampler,param_scaler,params,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,split3_test_roc_auc,split4_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc,split0_train_roc_auc,split1_train_roc_auc,split2_train_roc_auc,split3_train_roc_auc,split4_train_roc_auc,mean_train_roc_auc,std_train_roc_auc,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_train_accuracy,split1_train_accuracy,split2_train_accuracy,split3_train_accuracy,split4_train_accuracy,mean_train_accuracy,std_train_accuracy,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,mean_test_f1,std_test_f1,rank_test_f1,split0_train_f1,split1_train_f1,split2_train_f1,split3_train_f1,split4_train_f1,mean_train_f1,std_train_f1,split0_test_recall,split1_test_recall,split2_test_recall,split3_test_recall,split4_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_train_recall,split1_train_recall,split2_train_recall,split3_train_recall,split4_train_recall,mean_train_recall,std_train_recall,split0_test_precision,split1_test_precision,split2_test_precision,split3_test_precision,split4_test_precision,mean_test_precision,std_test_precision,rank_test_precision,split0_train_precision,split1_train_precision,split2_train_precision,split3_train_precision,split4_train_precision,mean_train_precision,std_train_precision,split0_test_speci,split1_test_speci,split2_test_speci,split3_test_speci,split4_test_speci,mean_test_speci,std_test_speci,rank_test_speci,split0_train_speci,split1_train_speci,split2_train_speci,split3_train_speci,split4_train_speci,mean_train_speci,std_train_speci
5.127005386352539,1.4030923533977386,0.13924503326416016,0.0442896476459654,"LGBMClassifier(max_depth=3, min_data_in_leaf=500, num_leaves=20)",3,500,20,SimpleImputer(strategy='median'),RandomUnderSampler(),StandardScaler(),"{'estimator': LGBMClassifier(max_depth=3, min_data_in_leaf=500, num_leaves=20), 'estimator__max_depth': 3, 'estimator__min_data_in_leaf': 500, 'estimator__num_leaves': 20, 'imputer': SimpleImputer(strategy='median'), 'sampler': RandomUnderSampler(), 'scaler': StandardScaler()}",0.7445708321565002,0.7436583893763247,0.7451603210177526,0.7481511546788346,0.7614454464657646,0.7485972287390353,0.006598363724375125,3,0.7657888910169302,0.7646388853868223,0.762692119199545,0.7620226270258079,0.7599906194769814,0.7630266284212174,0.002028138688633705,0.6857468086836328,0.6839323467230444,0.678240364286876,0.6848268011058709,0.6871849081151407,0.6839862457829129,0.003067755367336566,17,0.693039518620914,0.6863781432317606,0.6775150936108796,0.6864187994226821,0.6881466875368447,0.6862996484846162,0.005020481359703998,0.2619820507924384,0.2589132507149666,0.2538185932491043,0.26115135341212353,0.26709849495141935,0.26059274862401044,0.004319185788339018,4,0.26883594809219447,0.26728723404255317,0.26385150812064967,0.2659878188047202,0.26411474073008107,0.2660154499580397,0.0018904363415825506,0.6915322580645161,0.6851664984863775,0.6791120080726539,0.6912209889001009,0.7066532258064516,0.69073699586602,0.00916912044844654,1,0.700126103404792,0.7095310136157338,0.7168431669188099,0.7047402924861321,0.6943253467843632,0.7051131846419662,0.007726540888709744,0.16160188457008245,0.15961448048895158,0.1560760667903525,0.1609870740305523,0.1646699553676298,0.16058989224951375,0.0027983868656890577,9,0.16635704440582488,0.16465769455822118,0.1616810737033667,0.16392961876832846,0.16307309560478617,0.16393970540810548,0.0015627903070304235,0.6852392323339525,0.6838241797116831,0.6781639692226055,0.6842663836561422,0.6854767380152131,0.6833941005879192,0.0026848467262035576,17,0.6924182457381652,0.6843478453136401,0.6740663762796559,0.6848121697216265,0.6876050234368091,0.6846499320979793,0.006020107853925727
4.99561128616333,1.5429155489118842,0.14899935722351074,0.036507321289075204,"LGBMClassifier(max_depth=3, min_data_in_leaf=500, num_leaves=20)",3,500,20,SimpleImputer(),RandomUnderSampler(),StandardScaler(),"{'estimator': LGBMClassifier(max_depth=3, min_data_in_leaf=500, num_leaves=20), 'estimator__max_depth': 3, 'estimator__min_data_in_leaf': 500, 'estimator__num_leaves': 20, 'imputer': SimpleImputer(), 'sampler': RandomUnderSampler(), 'scaler': StandardScaler()}",0.7430736241038238,0.7401100039204883,0.7439318775676051,0.7544627123906438,0.7649959181679153,0.7493148272300952,0.00922013959026375,1,0.7646702966297709,0.7653762260350351,0.7644507522154645,0.7638784221792103,0.7604952840315529,0.7637741962182067,0.001708177489476575,0.6761525327262379,0.6923076923076923,0.6935274028297284,0.6932834607253212,0.6910066677508538,0.6892555512679668,0.006611260683565231,2,0.686046511627907,0.6946923342752017,0.6956274266663957,0.6948143028479662,0.6919683694834631,0.6926297889801868,0.0035153674652296297,0.25370058085066516,0.25862068965517243,0.2555796958325104,0.2635689183912534,0.2714723926380368,0.2605884554735276,0.006383507494827046,5,0.2665970177604711,0.2711699907798321,0.2698590725118252,0.2694048372183561,0.2677233847194703,0.268950860597991,0.0016126224327052182,0.6824596774193549,0.6659939455095862,0.6528758829465187,0.6811301715438951,0.7137096774193549,0.679233870967742,0.020359873144457124,17,0.7079445145018916,0.7044881492687847,0.6976802824004035,0.6979324256177509,0.6986128625472888,0.7013316468672239,0.004146624687994951,0.15581127733026467,0.16046681254558717,0.15888998035363458,0.16339869281045752,0.16761363636363635,0.16123607988071603,0.004021804552983043,4,0.16421927104662729,0.16789856378823387,0.16728130100961247,0.16691792799855273,0.16559062649450024,0.16638153806750533,0.0013190598419602108,0.6755991863447421,0.6946139559564871,0.6970902980454585,0.6943486335898116,0.6890146824694853,0.6901333512811969,0.007729642964441372,2,0.6841267384526942,0.693833329648219,0.695447409733124,0.6945408716032458,0.6913858671619351,0.6918668433198436,0.004098256043708838
4.263706636428833,1.1985011422676497,0.17018017768859864,0.06626665715904831,"LGBMClassifier(max_depth=3, min_data_in_leaf=500, num_leaves=20)",3,500,25,SimpleImputer(strategy='median'),RandomUnderSampler(),StandardScaler(),"{'estimator': LGBMClassifier(max_depth=3, min_data_in_leaf=500, num_leaves=20), 'estimator__max_depth': 3, 'estimator__min_data_in_leaf': 500, 'estimator__num_leaves': 25, 'imputer': SimpleImputer(strategy='median'), 'sampler': RandomUnderSampler(), 'scaler': StandardScaler()}",0.7437488766593345,0.7431634422368756,0.7461787287497801,0.7473371602938875,0.7587349690857838,0.7478326354051322,0.005662512389940057,6,0.7648792495839467,0.7631616200503046,0.7659722221989929,0.7627398918846546,0.7599522207838977,0.7633410409003593,0.002057516694600297,0.6781852183104318,0.6884046186371767,0.6999512115791185,0.6878354203935599,0.6839323467230444,0.6876617631286663,0.007145991642690712,6,0.6855992844364938,0.6906063870875938,0.7001605919541398,0.6928831337791962,0.688045047059541,0.6914588888633929,0.0049892714786611845,0.25907899663047546,0.26279338207002695,0.26022453889334407,0.25845084025497395,0.26200873362445415,0.2605112982946549,0.0016630950225098118,6,0.26638838819846317,0.267212325469427,0.27411417322834647,0.2693684108714576,0.26595235817468665,0.2686071311884762,0.002994100265154399,0.6975806451612904,0.6892028254288597,0.6548940464177598,0.6750756811301716,0.6955645161290323,0.6824635428534227,0.015876006091862453,10,0.7081967213114754,0.699697428139183,0.7022188603126576,0.7022188603126576,0.7011349306431274,0.7026933601438202,0.0029031567441748906,0.15908045977011495,0.1623484668409793,0.1623717788341256,0.15981844242713808,0.16140350877192983,0.16100453132885756,0.0013374281025482035,5,0.16404743821931414,0.16513925255891454,0.17029472911825852,0.16664672091910004,0.1640989315860929,0.16604541448033602,0.0023246538903838486,0.6764835942336606,0.6883346599451667,0.70390023879013,0.6889537454674096,0.6829117282858659,0.6881167933444466,0.009080629148511196,6,0.6836181926725187,0.6898091847790037,0.6999801003825149,0.6920644747606518,0.6868974971256744,0.6904738899440728,0.005534094335766846
4.5738382816314695,0.6434276965189424,0.13651957511901855,0.03789826803547784,"LGBMClassifier(max_depth=3, min_data_in_leaf=500, num_leaves=20)",3,500,25,SimpleImputer(),RandomUnderSampler(),StandardScaler(),"{'estimator': LGBMClassifier(max_depth=3, min_data_in_leaf=500, num_leaves=20), 'estimator__max_depth': 3, 'estimator__min_data_in_leaf': 500, 'estimator__num_leaves': 25, 'imputer': SimpleImputer(), 'sampler': RandomUnderSampler(), 'scaler': StandardScaler()}",0.7460952767626107,0.7440548111566047,0.7446435091020386,0.7473776770629663,0.7602914684894688,0.7484925485147379,0.00601187125673714,4,0.7648045221567059,0.7648905212737526,0.7639771230331232,0.7615193775521856,0.7599046211260175,0.763019233028357,0.0019777211118852645,0.6778599886169607,0.6906814116116442,0.696048137908603,0.6943405431777525,0.690844039681249,0.6899548241992418,0.006386966167483168,1,0.6875304927630509,0.6950175838025735,0.695525786189092,0.6941841318886833,0.694285772365987,0.6933087534018774,0.0029306820120760923,0.25582268970698724,0.25963409887115607,0.2609727164887307,0.2622178606476938,0.2668723486309294,0.2611039428690995,0.0035940120910786227,3,0.26724507794250846,0.2713807003059589,0.2710016548233233,0.2682167526023932,0.2687089715536105,0.2693106314455589,0.0016105789005206948,0.686491935483871,0.6730575176589304,0.6659939455095862,0.6740665993945509,0.6975806451612904,0.6794381286416458,0.01121800944630105,15,0.7069356872635562,0.7044881492687847,0.7019667170953101,0.6951588502269289,0.6968474148802017,0.7010793637469563,0.004464652537015488,0.157202216066482,0.16083916083916083,0.1622817801819523,0.1627680311890838,0.16499761564139245,0.16161776078361428,0.00258033779374766,2,0.16476604749588525,0.16806015037593985,0.16791314837153196,0.16616441658630665,0.1664457831325301,0.16666990919243876,0.0012172804795874178,0.6771026797559034,0.6922260546564075,0.6986822322455116,0.6961174493676484,0.6902529630284805,0.6908762758107903,0.0074876595295691375,1,0.6858292612819776,0.6941871006257324,0.694960974639043,0.694098657881354,0.6940612010259132,0.692627439090804,0.003415064034394829
5.199971866607666,0.785016061824988,0.14574818611145018,0.04651537846103129,"LGBMClassifier(max_depth=3, min_data_in_leaf=500, num_leaves=20)",3,500,31,SimpleImputer(strategy='median'),RandomUnderSampler(),StandardScaler(),"{'estimator': LGBMClassifier(max_depth=3, min_data_in_leaf=500, num_leaves=20), 'estimator__max_depth': 3, 'estimator__min_data_in_leaf': 500, 'estimator__num_leaves': 31, 'imputer': SimpleImputer(strategy='median'), 'sampler': RandomUnderSampler(), 'scaler': StandardScaler()}",0.7439961007597349,0.7422108519436046,0.7466075460965261,0.750350171085181,0.7623787041422483,0.749108674805459,0.007177868904305697,2,0.7645201224112269,0.7645216725477413,0.7643148183264828,0.7622586555335851,0.7607764487867049,0.7632783435211482,0.001514027922894626,0.6849337344499553,0.6895430151244105,0.6914945519596682,0.6845828590014637,0.6792974467393073,0.685970321454961,0.004261644855557191,9,0.6918604651162791,0.6919480413880024,0.6907283556603582,0.6840200841583152,0.6811538226983513,0.6879421538042612,0.004486140639023519,0.2595069749665584,0.2606506584043377,0.2581149784904184,0.2601563990082014,0.2608695652173913,0.2598597152173815,0.0009901455802266749,11,0.2687186414511772,0.2691936728395061,0.269049678101278,0.26401515151515154,0.2638569484207068,0.2669668184655639,0.0024799071724486777,0.6844758064516129,0.6791120080726539,0.6659939455095862,0.6881937436932392,0.7016129032258065,0.6838776813905797,0.011628102959366175,6,0.7023959646910467,0.7037317196167423,0.7060010085728694,0.7029752899646999,0.708953341740227,0.7048114649171171,0.0024059171822183273,0.16010374911577457,0.16127486220944165,0.16007761338830948,0.16039510818438382,0.16022099447513813,0.16041446547460952,0.00044454521869512225,12,0.16613971246196982,0.16642814549791293,0.16619183285849953,0.16252769033461584,0.1620920309076231,0.16467588241212425,0.001939193022455303,0.6849739099672769,0.6904572388785708,0.6937295480675688,0.6842663836561422,0.6773394657703874,0.6861533092679892,0.005631314457859354,9,0.6909368297698277,0.6909147190837331,0.6893890817432065,0.682357883565127,0.6787167241531794,0.6864630476630147,0.005005031076933251
4.422890281677246,0.631749578463526,0.1116612434387207,0.03127425129618962,"LGBMClassifier(max_depth=3, min_data_in_leaf=500, num_leaves=20)",3,500,31,SimpleImputer(),RandomUnderSampler(),StandardScaler(),"{'estimator': LGBMClassifier(max_depth=3, min_data_in_leaf=500, num_leaves=20), 'estimator__max_depth': 3, 'estimator__min_data_in_leaf': 500, 'estimator__num_leaves': 31, 'imputer': SimpleImputer(), 'sampler': RandomUnderSampler(), 'scaler': StandardScaler()}",0.7442103378723429,0.7426405617301981,0.7426752776402676,0.7484992062193776,0.7637849211523426,0.7483620609229058,0.008002440726347329,5,0.7632925081216341,0.7642388720780402,0.765328946742694,0.762312800511737,0.7600595458559913,0.7630465346620193,0.0017973338194734467,0.6816814375152451,0.6875101642543503,0.6899495852984225,0.6867783379411286,0.6964547080826151,0.6884748466183523,0.004812737353332573,4,0.6906000975768417,0.6912162299514159,0.6910129489968085,0.6880247189640802,0.6961559571483747,0.6914019905275042,0.0026395095928607782,0.25838226936919867,0.2559535333978703,0.25425386270291417,0.26008451786400305,0.2699002542538627,0.25971488751756977,0.005470370556282629,12,0.26798768757214314,0.27020274815028344,0.2706333973128599,0.26852866879557696,0.2676987898682083,0.26901025833981435,0.001187782900190369,0.6875,0.6670030272452069,0.6559031281533805,0.6831483350151363,0.6955645161290323,0.6778238013085511,0.014382750123369033,18,0.7026481715006305,0.7090267271810389,0.7110438729198184,0.710287443267776,0.6890290037831022,0.7044070437304732,0.008240701665927939,0.15908560765103802,0.15836128413991374,0.1576904415332363,0.16061684460260972,0.16743508857073525,0.1606378532995066,0.0035350337624788725,8,0.1655672431211743,0.16690408357075023,0.1671210145786417,0.16555980017631503,0.1661194211358385,0.16625431251654396,0.0006551308749710008,0.6811709560449279,0.689307508622977,0.6929335809675422,0.687096488900681,0.6965328144348134,0.6894082697941883,0.005222925937100715,3,0.6895438565458686,0.6896544099763415,0.6892564176266389,0.6860724788290181,0.6967807552843371,0.6902615836524408,0.0035197258074920533
5.203691673278809,1.2458925940465357,0.1269890308380127,0.012157913171651104,"LGBMClassifier(max_depth=3, min_data_in_leaf=500, num_leaves=20)",3,750,20,SimpleImputer(strategy='median'),RandomUnderSampler(),StandardScaler(),"{'estimator': LGBMClassifier(max_depth=3, min_data_in_leaf=500, num_leaves=20), 'estimator__max_depth': 3, 'estimator__min_data_in_leaf': 750, 'estimator__num_leaves': 20, 'imputer': SimpleImputer(strategy='median'), 'sampler': RandomUnderSampler(), 'scaler': StandardScaler()}",0.7426553580140193,0.7386402447355642,0.7459488362450521,0.7453646004988561,0.762598042432508,0.7470414163851998,0.008195501814741662,10,0.7596109701458059,0.7598282445695214,0.7603861240514747,0.7576828668865001,0.7567012327396871,0.7588418876785978,0.0014053317399783244,0.6865598829173104,0.6832818344446251,0.6914132379248659,0.6857212554886973,0.6891364449503984,0.6872225311451794,0.002808811532428657,8,0.6916368515205724,0.6913381985241802,0.6905250747057509,0.6865204398999858,0.6897932632691643,0.6899627655839307,0.0018378742173459585,0.2619184376794945,0.25397433441869377,0.2598010532475132,0.25943667369227824,0.266641089583733,0.26035431772434253,0.00409444332669021,7,0.2670918490602503,0.2683819986508625,0.26800653909029715,0.26528181428367237,0.26386878919440426,0.26652619805589733,0.0017067911011512317,0.6895161290322581,0.669021190716448,0.6720484359233098,0.6831483350151363,0.7006048387096774,0.6828677858793659,0.011555680409900602,9,0.6970996216897857,0.7022188603126576,0.7027231467473525,0.7019667170953101,0.6897856242118537,0.698758794011392,0.004924419782689846,0.1616639092413141,0.15673758865248227,0.16102514506769827,0.16012298959318827,0.1646529258469557,0.1608405116803277,0.0025532485240192895,6,0.16519244561319626,0.16589230402668573,0.16557747148288973,0.1635434412265758,0.1631374888159857,0.16466863023306663,0.0011142887294107368,0.6863005218006545,0.6845317060228178,0.6931104625453259,0.6859467586450871,0.6881301963559172,0.6876039290739605,0.0029827003520212377,8,0.6911579366307736,0.690384062617463,0.6894554138014902,0.6851659406991399,0.6897939329618821,0.6891914573421497,0.0020941242686736625
4.191638565063476,0.6616426018815585,0.13901443481445314,0.07252838986001392,"LGBMClassifier(max_depth=3, min_data_in_leaf=500, num_leaves=20)",3,750,20,SimpleImputer(),RandomUnderSampler(),StandardScaler(),"{'estimator': LGBMClassifier(max_depth=3, min_data_in_leaf=500, num_leaves=20), 'estimator__max_depth': 3, 'estimator__min_data_in_leaf': 750, 'estimator__num_leaves': 20, 'imputer': SimpleImputer(), 'sampler': RandomUnderSampler(), 'scaler': StandardScaler()}",0.7387162213245007,0.7372627638308766,0.7440378994214938,0.7482463333885753,0.7624478937817774,0.7461422223494447,0.009041246085741956,12,0.758318484831916,0.7589386295328454,0.760380643767957,0.75798523860268,0.7562537535754112,0.7583753500621621,0.00134127393670478,0.6744450768355151,0.6841762888274516,0.6931208326557163,0.6949910554561717,0.6807610993657506,0.6854988706281211,0.007675648953976954,10,0.6833021629533258,0.6892444046917244,0.6916837761470128,0.6942451161750656,0.6841827089220011,0.6885316337778259,0.00422725531523232,0.25186846038863975,0.2553680981595092,0.25737898465171194,0.2649421908681168,0.26424287856071965,0.2587601225257395,0.005083049495510402,15,0.2620434844393918,0.26649393023367396,0.2665506068958847,0.26811347379689554,0.2630680201119438,0.26525390309555796,0.002301352863465663,0.6794354838709677,0.6720484359233098,0.6599394550958627,0.6821392532795156,0.7106854838709677,0.6808496224081247,0.016784144573876614,13,0.6976040353089533,0.7002017145738779,0.6949067070095815,0.694654563792234,0.6993694829760404,0.6973473007321375,0.0022587670086358655,0.15458715596330275,0.15763313609467455,0.15986311415301882,0.16439688715953307,0.162292817679558,0.1597546222100174,0.003441169607947917,15,0.1613204245888254,0.16456296296296297,0.1649015736253216,0.1661139583961411,0.16200268738680842,0.1637803213920119,0.0018180578101428331,0.6740072521446892,0.6852392323339525,0.6960290085787565,0.6961174493676484,0.6781355032725986,0.6859056891395291,0.009046042222162794,10,0.6820483339598028,0.688283547438477,0.6914011541778141,0.694209211311827,0.6828513310338729,0.6877587155843587,0.004729536635584724
